I went into my daughter's room to make her bed. The room was a mess.,I took a risk and bought a purebred dog on Craig's list. I overpaid for the animal.
I made a mistake on my test using a pencil.,"When I washed my face before bed, I got soap in my mouth."
"I wanted to make a stew for dinner, but I didn't have enough broth.",Today I had to talk on the phone with a telemarketer.
I ran into an old acquaintance. They did not greet me.,My wife says no more sex for me this month.
We were hanging out by the swimming pool.,"I checked my home answering machine, seeing who called. I got calls from telemarketers selling things."
I missed the left turn while driving around the neighbourhood.,I double-checked my essay and realized half of it needed to be rewritten.
"My whole class was invited to the beach party, including me.",I decided to go on vacation to South Korea. I learned a bunch of great new recipes.
"When I felt something on my leg, I looked down and saw a ladybug crawling on my knee.",My boss told me that I was not talented in doing my job.
I started breeding Boarder collies.  We got our first collies for breeding today.,I thought my parents were throwing me a surprise birthday party.
I often attend amateur music revues in person.,I went to the greenhouse to buy a bunch of flowers for someone else's house.
"I felt like I was on top of my budget, paying bills ahead of time.","My husband and I went for a swim in the pool and then sat on the deck eating watermelon, listening to the birds singing."
The cashier did a sloppy job while packing my groceries.,I am at a print shop to make flyers for my business. They tell me there will be a two month delay.
I went to the movies and found their air conditioning was broken.,I decided to take my motor home camping. Our toilets quickly clogged.
"I hear a strange noise coming from the attic.  When I went to see what it was, a bat flew over my head.","I asked my doctor if I was physically fit enough to sky-dive, and he said it was far too risky."
"I was sentenced to hang from the neck until dead. Fortunately, I was able to escape the night before.",I got a free makeover and I look like a clown
I wrote a children's book for my grandkids. I won the Newberry award with the book.,"I dug for bones in my jog as archaeologist. I found a new sort of dinosaur bone, making big news and garnering myself a new study field with the discovered species."
I helped my niece build a Lemonade stand. She learned how to make change.,The cafeteria where I work offers several hot meal options.
I test drive a car.,I needed to print some paperwork so I went to the library and used their printer.
I'm buying a microwave because my old one broke.,I slowly opened the door on the abandoned house only to see a mouse inside.
"I set out to empty the debris from my crawl space. I located a missing box, left there by the previous owner, full of rare coins.",I drank water from a mountain spring while hiking.  The water was clean and it quenched my thirst.
I decided to go on vacation to Germany.,I had lunch with my boss. He paid for lunch.
I went on safari in South Africa.,I'm turning on the radio because I want to hear the traffic report.
I'm going to serve detention after school today.,One of my friends passed away last summer.
My father and I played hive and I lost the game and he won the game.,I got pulled over because the cop noticed my license plate was loose.
I am going to Rome and Paris for my upcoming honeymoon.,My daughter had her first soccer game. She scored a hat trick.
"After my first semester grades came in, my college increased my scholarship.",I like getting orders via Amazon Prime because my packages always arrive in two days.
I volunteered during an open mic performance. The audience laughed at my joke and I was asked to come back.,"I decided to knit my dog a sweater. He looks adorable, if put-upon."
I was riding in a limo. We were not allowed to eat or drink in the limo.,"I hung out with my friends, and we got into an argument."
I'm turning on the television because there's nothing else to do.,I tipped over a jug of water onto my living room floor.
I went on a dating site online. I had fun dating many handsome men.,I got a job selling pots and pans door to door. I made a great living doing this.
I wrote a novel.,"I thought the ice on the pond was thick enough to skate on, so I did a sit spin."
I decided to hike up to the waterfall in the woods. I got scratched by branches and scared off by a pack of wolves.,I was called into my the office of my boss. I was told I would need to take a pay cut.
"When I opened the bag of cookies, there were only a few left.",Today is my birthday. I trekked to get my mail.
"When I asked my brother where my flip-flops were, he tossed them to me.",I fell down the stairs today and did not get hurt.
I threw a ball and hit my neighbor's door on accident.,I was stuck in traffic for so long that I had to pee in a bottle.
"After I made my soup, I realized there were no clean spoons.",I made pickles at home in my kitchen. The pickles were too tart to eat.
I lifted the barbell over my head. I had to drop it because my hand weakened.,I had spent all night studying for a test in the morning. I never comprehended the material.
I bought a new game for my gaming console when I went to the game store.,"I worked as an encyclopedia salesman, working door to door. I got to meet many people."
"My husband and I took a break from taking care of our yacht, but we wished we'd brought something for lunch.","I changed the cat's litter box, and gave her a treat."
I purchased a new book shelf. I finished assembling it in under a hour.,It was my first day of school. I was able to find a parking space near the building of my first class.
"When it's time to shear my sheep, they line up by my shearing shed.",I moved into a new apartment.
"When I went to church, I heard a hopeful hymn about love.",I told my date at the restaurant that I was working a job.
I stopped to eat my sandwiches in the middle of a flower-filled meadow.,"I didn't have a date, so I asked my cousin to prom."
I got an Easter basket full of treats including lots of chocolate eggs.,My father and I played hive and I won the game and he lost the game.
I was relaxing in my backyard hammock when the drunk neighbors started to sing.,"I had a plan set to loose weight, I did not ever meet my goal."
I decided to stop by an upscale bar for a drink.,"I turned on the radio, and tuned to a station."
I went to take pictures of my kids in the park.,I started intermittent fasting. I made it through the first day without eating random snacks.
I took my boat to the lake. We weren't able to catch any fish.,I went shopping for groceries at Costco. The store was very crowded.
"I lost my job and had to apply for unemployment. They had recently loosened the eligibility requirements, so I qualified.",I was walking across a hanging bridge when the rope started to snap on one side.
I tried to fill out my taxes and realized I could use the EZ form.,I went to see a public relations specialist for some advice. I went to see a public relations specialist before running for office.
My music teacher says I have a voice like a nightingale.,I put on my sunglasses because I was heading to the beach.
I decided to wear my grandmother's ruby earrings to a party.,I was on a road trip with my family. My father bought us sodas and chips.
I committed our school to using nothing but recycled paper.,I invited everyone over for the party. Everyone showed up late.
I was jumping on a trampoline with my cousin.,I gave my homework to my friend.
"My daughter told me that when she took the trash out of her school locker, she found that first card from her boyfriend that she'd been looking for.",The doctor's office I go to always has up to date informational pamphlets for me to read while I wait.
I had to cover my plants with plastic last night to prevent them from being harmed from frost.,My dog ate a piece of chicken that he took from my plate when I wasn't looking.
I go to the city library.,I planted some daffodils in my garden last Saturday.
I visited my Local Park for a picnic.,I decided to start spring cleaning my house today.  I keep my house fairly clean all year long so there wasn't much to do but dust.
I went to my neighborhood watch meeting.,I drank some orange juice just after brushing my teeth.
"When I reached for my wallet in my back pocket, I realized that I had forgotten it in the car.",I lost the foot race even though I cheated.
I got my nails painted because prom is tomorrow.,I loaded up my favorite video game to play with friends online.
I went to the botanical garden and a bee flew by and landed on my head.,I was at the train station. I fell asleep and missed my train.
I went home yesterday to see my mother's aunt.,I shot a duck and had it stuffed by a taxidermist.
"When I asked my brother where my flip-flops were, he threw them at my head.",I had to close my business because of the corona virus.
I made potato salad using ingredients my mother introduced me to. I enjoyed compliments from my family about it.,"I bought some al pastor tacos from a food truck.  The tacos were delicious, and I got extra tortilla chips."
I went for a jog through the cemetery because I like the dirt trails and it was peaceful; all I heard was birds singing.,I started taking guitar lessons to learn to play the guitar.  I can already play one whole song by myself.
I went to the convenience store and it was closed.,I lost my wallet while Christmas shopping and never found it.
I cooked a new recipe today in my kitchen.,I'm turning on the radio because I want to listen to music.
"I worked as an encyclopedia salesman, working door to door. I got to meet many people.",I decided to try to get my archery badge as a cub scout. I was the best shot in my scout troop.
"I traveled to Canada a few years ago with my ex-girlfriend, it was bitter cold the entire time.","I live next to a popular tattoo parlor, unfortunately it brings around an undesirable crowd."
My favorite band was coming to town for a concert.  None of my friends or family like the band so I went to the concert by myself.,I went to a farm to pick some strawberries.  The strawberries I picked were very sour.
"When the teacher left the room, I saw a classmate share a cookie with another student.",Netflix released a new season of my favorite TV show.
I went fishing off the pier.  I didn't catch anything that day.,I am at a print shop to make flyers for my business. They tell me there will be a two month delay.
Today I was at the black-tie event because I was the waiter.,I watched a makeup tutorial online. I had fun learning different skills.
"I got to be the clown in the circus, taunting the large pretend bulls.",I pulled up weeds from the pot of flowers on the window sill.
"During my drive to work, all of the traffic lights I came upon were red.",I ran out of water while I was walking through the desert.
My dog thinks he is a lion and growls at everything which makes me and my family laugh.,I went to the movies and found they were out of snacks.
I removed a large wasp nest from my porch. One of the wasps stung my finger.,My back was really hurting me so I took one of my prescription pain killers.  It made me a little loopy and my children laughed at me acting funny.
I am going to Rome and Paris for my upcoming honeymoon.,I tried to finish a book I was reading on my day off work.  The ending was so good that it made me cry tears of joy.
"I said to my husband, 'Let's pay for these tomatoes and walk back home by way of the deserted warehouse.'",I was walking through my attic. I heard a mouse squeak by.
I decided to start taking piano lessons. It's been really challenging learning how to read music.,I tried to train my pet rat to stay in his shelter.
I made deviled eggs for the meeting. I was told that since the eggs weren't vegan they had to go in a special location.,I had studied all night for a test. I didn't understand the material.
My biology teacher told us all to catch five bugs. I caught a variety of colorful butterflies and beetles.,"It was snowing, so I put an electric blanket on my bed."
"I made myself breakfast before I left for work. I was completely out of food, so I was starving until lunch.",I had to go to the emergency room.
I decided to go to Italy on vacation. All the people in the shops and restaurants seemed unfriendly.,I go the the fish market for some salmon. I am only able to find farm raised salmon.
I  started playing football. I sprained my ankle in the last game.,I was taken captive as a prisoner of war. The food was bad.
My mother couldn't make a clothe for me yesterday,I spilled cranberry juice on a painting in an art gallery.
I visited ancient ruins in Greece as part of my college history class.,I went skating with my friends. We raced around the block.
I got my stimulus check for 1200 on tuesday. I got my stimulus check for 600 on tuesday.,I went to visit my parent's grave site.  I got a grave blanket on the way there and placed it on their grave.
"I've been living with my parents since I was born, I want to leave but I don't have the money yet.","I volunteered to pick up balloons for a party at my child's school.  I was suppose to be reimbursed for the cost of the balloons, but never was."
"I caught strep throat and was sick the week I was supposed to go to a big, one-time concert; I couldn't go.",I had to work on my computer in the coffeehouse because my electricity was cut off.
I went into a rainforest to document the wildlife.,I decided to try making gumbo for the first time.
I went to the movie theater and bought some popcorn with extra butter on top.,My nephew and I played yahtzee and I won the game and he lost the game.
"I applied for an engineering program, i got accepted",I went to the science fair. I won second place.
I decided to go on vacation to Australia. The Australians are a very friendly people.,"I rode the roller coaster, and bought a picture of it."
I drove to the lighthouse with the family and we all climbed to the top to see the view of the ocean and the waves crashing.,I was ironing my shirt for a job interview. I think I made a good impression.
I took my boys to the  playground.,My roommate let me have some of his soda.
I painted a landscape portrait in the forest.,I made eggs for breakfast.
I spent a few hours out in the sun at the beach and got a sunburn.,I filed my income tax. I was audited by the IRS.
"I went to the county fair, but couldn't find any funnel cake.",I drove into the truck stop.
I installed snow chains on my tires.,My kid told me my new perfume smelled like an old lady.
I took my wife to the Lamaze class. we were able to get all of our questions answered.,"I bought an item online, and met the buyer at a coffee shop."
"I wanted to get into the club, but a bouncer was in the way. He told me I'm perma-banned after what happened last month.",My father lost my pair of suits last year
I went to a revolving sushi restaurant.,I keep finding surveys that can be completed in a minute on Mturk.
I went on a safari type trip in Australia.,I borrowed a book from the library.
I met a few friends at our local Haunted House. We all waited in line for a long time before going in and the haunt wasn't very fun.,"As I prepared for my annual Christmas party, I didn't look forward to having my decorations and food judged."
"I helped decorate the float for our fraternity in college. We spent together time, learning about floats.","I tried to show my brother how to bake chocolate chip cookies, and we both savored a spoonful of the dough."
I went to the park for a walk and everyone there followed the rules by wearing a face mask.,"When I realized I had accidentally taken my microphone to the landfill when we took the trash, I was filled with relief when we soon found it, undamaged."
I entered a sweepstakes for an all expenses paid vacation.,"I went to eat at the buffet with my friend. There was different kinds of pizza, pasta, and salad."
I went to the greenhouse to get a bunch of flowers for the outside of my house.,"I bought an item online, and the buyer raised the price at the last second."
I was getting a new tattoo. The tattoo hurt a little.,I went to a seafood buffet with my friends.  The food was not very fresh.
I found buried treasure in my backyard. It had some pennies and dimes.,"While waiting in the checkout line of the grocery store, the lady in front of me let me go in front of her."
I went to a revolving sushi restaurant.,I decided to meet my date at Applebee's.
I spent the summer working on a farm.,I called customer service to ask a simple question.
I was at the party and I spilled water on my shirt.,The tattoo artist spelled my wife's name 'Mari' instead of 'Mary' on my bicep.
It was hard for me to breath because I was laughing so hard.,I decided to study information technology. I already spend my entire day on the computer.
I went to a concert by the local church choir with all of my friends.,I went to my neighborhood watch meeting. I met many new neighbors.
"I played darts with my friends, and I missed the board.",I decided to go on vacation to China. It was stressful since I only speak a few words of Chinese.
I went to the zoo. The zoo was closed when we arrived.,I was playing outfield at the ball game. I got hit in the head when I tried catching the ball.
I applied to adopt the child I was fostering and was quickly approved.,I recycled old belts and made hanging bookshelves from them. I was given a local recycling award when my idea took off.
I decided to construct a pole barn in my field. I learned new technique while building it.,I went on the elevator to the top floor of the tallest building.
"I accompanied my brother to the doctor today, the waiting room was mostly empty so I got my space.",If I take steroids I will grow bigger muscles.
I play dodgeball with my nephew.,I installed a new ceiling fan in my living room.
"By the time I got to breakfast at the hotel, they were completely out of bacon.",I ran down the remote street. I lost the marathon I raced.
I told my boss I wanted to quit and he asked me to please stay.,I paid for a makeover and I look like a clown.
My boyfriend took me to dinner at a nice restaurant. He bought me a steak.,"My brother told me when we were kids that he wanted to play pro sports, but as it turned out, he became an engineer and then got his law degree."
I fell asleep in the cooled bedroom during a heat wave.,I ordered pizza for the party and had to order more.
"The police called me and asked me to go to their station. Turns out, somebody turned in my missing wallet with all my money inside!",I was sitting at my desk when my boss came in and blamed me for jamming the copier.
I decided to exhibit my pumpkins at the county fair. They were a little past their prime by the fair's opening.,I used my blender to create a new snack. It was hamburger meat and sour krout.
My band played a song at a bar. People told me they wanted to hear more from us next week.,I was playing a game of hide and seek with my brother.  He always found me right away.
I decided to install a solar electric system on my home. I eliminated my electric bill.,"I decided to get a gym membership, i paid a lot for it"
"I hear a thunderstorm starting up, so I'm going out to close the car windows and bringing in the stuff on the deck.",I had just painted my toe nails when my mom told me to put on my shoes to go to the store.
"While I was trying on a very tight top in the dressing room, I accidentally ripped the tag off the shirt.",I noticed I had a permanent stain on the outside of my hoodie.
I went to the grocery store and bagged my own groceries.,I managed to take the bus to the beach today.
I decided to rent a house with a bunch of my college friends. We had great parties and the rent was incredibly low.,"I ate a burrito from a food truck.  The burrito was packed with meat and flavor, and I got a free drink. "
I was helping my friend move to a new apartment. We drank soda after we were through.,I spent the majority of the day fulfilling orders.
My lunch was in the refrigerator from eight till I had lunch at noon.,My friend was looking for my dog in the morning today
I just won a free vacation week in Florida. I will only have to pay for my hotel room.,We went for a spur-of the-moment hike by the lake and I was wearing my flip-flops.
"When I went outside to cut the lawn for my parents, I noticed my brother had already cut it. ",I spilled my drink all over my laptop while I was studying.
"When I came in from cutting firewood, the house smelled like frying hamburgers.",I went to the airport and got a cavity search.
I am going to the rainforest to oversee the clearing of trees.,I went to the salvage yard to get a part for my car.
"As I was refilling the copy machine with paper, I got a paper cut on my finger.",My package was never delivered to my house.
I was helping a friend plan a party. We lined up a dj.,I took my girlfriend to the movies and I paid for the tickets.
I went into my teenager's bedroom and it was messy.,I walked into the flower shop. I started to sneeze.
My mother took me to the amusement park this past weekend.,I'm getting married to a guy I've known for three months.
I volunteered to help watch my neighbor's house when they went on vacation. It was nice being able to hang out in a different living room and watch their nice TV.,I'm eating a pint of ice cream because it's my birthday and I deserve it.
My birthday was last week. My boyfriend took me to eat at a steak house.,I cleared the ear wax from my ears at home. I saved more than 100 dollars by doing it myself.
I asked my teacher for a recommendation letter. He wrote a very generic recommendation letter.,I spilled a glass of water on my new sofa.
I ran for the local school board in my town. I was tied for the job and lost in a coin toss.,I went to the juvenile detention center to visit my son before court.
I built a treehouse for my children. They spend half the day using it.,I accidentally hugged a stranger I thought was my wife.
My laptop died on me while I was busy with work.,I tried using a wasabi-based decongestant and the pain was worse than the congestion.
"I went to Mass at the church. I prayed quietly then a miracle happened, my skin cancer cleared up.",I went to the doctor for regular checkup. My doctor said I was in the peak of health.
I went to tryouts. I made J.V. by the skin of my teeth.,I went to a house meeting. I was informed of rent increase.
I went to the eye doctor. I was told I had 20/20 vision.,My mom keeps putting off going to the grocery store and making me rice and beans instead.
My flight was delayed at the airport so I had to wait and it was an inconvenience.,I got a job in the local bakery. I hated getting up when it was dark outside to go to work.
I'm going to pick up dinner for the kids tonight.,We won the baseball game.
I watched my dog panic as I vacuumed the living room.,I went to the mall and there were barely any deals for the stuff I wanted.
I started to reading a book I've never read before.  My teacher assigned it for school.,Someone slipped LSD into the punch at my prom. It certainly produced unforgettable memories.
I was up to bat at the big game. I hit the ball over the fence.,I got to the pond and took out my fishing rod to catch some fish.
I got bit by a shark but they saved almost all of my toes.,I brought a cake to my work potluck and they ate the whole thing.
I took the subway home from work yesterday because my car was in the shop.  I was robbed on the subway.,There was a house fire on my street and my house didn't get spared.
"As I was walking home, it started to pour.",I head to the bank because my checks are bouncing.
I woke up and heard songbirds chirping outside my window.,I am taking the day off of work today. All of the kids are home from school today.
I played pool at the pool hall. I lost the game I played there.,"The day of my birthday trip to the beach, it was foggy and rainy."
The wind blew my hat onto the ground while I was driving to a park.,I arrived at the world famous jazz club. None of the musicians showed up.
I wasn't paying attention and almost ran into a mud puddle.,I removed a large wasp nest from my porch. One of the wasps stung my finger.
"Right before my big singing competition, I broke my hand. ",I had to use a cane after I sprained my ankle. It took me twice as long to get anywhere.
"I sat out in the yard and heard the birds singing, the chimes chiming, and the couple next door bickering.",I decided to do a flip off the diving board. My swimsuit came off when I landed in the pool.
I lit a consumer aerial firework and it exploded into a circular burst of red light.,I was reading in my hammock when bird poop landed on my book.
I accidentally texted a stranger I though was my wife.,I went on spa but my brother insisted he come along for the spa.
I wanted to buy chocolate milk at the store but I forgot.,I fell into the pool with my backpack full of books.
I got an Easter basket full of treats including lots of chocolate eggs.,My brother and I played yahtzee and I won the game and he lost the game.
My daughter showed my arachnophobic boss her pet tarantula.,I was feeding my toddler spaghetti. She got food all over her face.
I went running down a dirt road.,I filled out a paper application.
The doctor informed me that the bump on my back was a bug bite.,I was shaving my beard. My face burned a little while after.
I decided to try the chef's tasting menu. I liked almost everything.,"My friend and I decided to spontaneously celebrate, but all that was open was the diner and we both wanted something lighter, so we decided to do lunch somewhere tomorrow instead."
I went to jail. I represented myself in court.,The quarterback handed me the ball. I was tackled right away.
I got a first hand Playstation  for my birthday this year.,I was sitting on the school bus when the boy I had a crush on came on the bus and sat next to my friend.
My mom gave me money to go to the carnival.,My neighbor's young daughter brought me a bouquet of flowers that she picked from my garden.
My mom keeps putting off going to the grocery store and making me rice and beans instead.,My cats tipped over a bottle of water onto my couch.
"I found my wallet, and it was at the lost and found.",I dropped the bathroom soap on the floor.
I head to my senior prom in my mom's car.,I was invited to be on the decorating committee for my high school's prom.
"I got straight A's on my report card, so my mom didn't ground me.",I spilled a glass of water on the patio deck.
I went to a concert.,I'm going to eat a meal replacement bar for lunch.
The clothes I were drying in my basement fell off the clothing line.,I'm taking off my clothes because I'm at a gynecologist's appointment.
I walked through the national park.,I went to the community swimming pool.
I went to a company retreat. I got a free vacay.,"I won the local raffle, finally getting a prize, I got a year's subscription to Blue Apron."
I decided to raise a cow as part of FFA.,The seats on the train I caught were amply padded.
I helped my friend move and he bought us pizza.,I told the chef to surprise me and he brought me a steak.
I just dropped off a homemade meal at my friend's house.,I wanted to go to a rock concert and my parent's insisted that they would come along.
I was eating a sandwich on the boardwalk when a seagull swooped down and flew off with some crumbs.,I ran for the local school board in my town. I was tied for the job and lost in a coin toss.
I carried the baby to the doctor.,I became a library assistant.
I cleaned my room and found my missing sock.,I left my wallet on the kitchen counter in the restaurant.
I went to the bookstore.  I browsed for a while and bought some books I wanted.,I always win when I play Mahjong with my girlfriends.
I felt useful because I got new voters registered today when volunteering.,I went to the convenience store. I won two large from a scratch off.
"I put up a hummingbird feeder next to my house for the hummingbirds to eat from. It did not attract a lot of hummingbirds because, one male chased all the other hummingbird away from it.",I ran away at the age of thirteen. I ran out of money.
"At home, I noticed the oranges I bought were rotten.",I dropped the hammer on my foot in the garage.
"I walked over to see what my neighbor was doing, he was pulling my weeds.","Because I woke up late, I had only a half an hour to get ready."
I had to take math lessons however my cousin could not pass the test.,There is a construction site being built up in my neighborhood. The construction noise is very loud.
I made a home remedy for warts. I cleared up my serious wart issue.,I was able to see a passenger jet flying in the sky.
I'm bringing my toddler to the dentist because his front tooth fell out.,I lost my job yesterday and my wife left me.
I was brushing my hair when I noticed I had a knot in my hair.,I did an inspection of the home I wanted to buy. Some of the shingles fell off.
"My friend and I go to the same therapist, and the therapist kept our information confidential.",I put down rat traps and caught my dog's paw.
"When it was my turn to bowl, I knocked down several pins. ",My friend accidentally spilled her milkshake on the hood of my car.
The prize for winning the sales contest where I work was tickets to Disney World.,My brother and I played mancala and I won the game and he lost the game.
I put all the brooms in the custodial supply room and the janitor could not find them.,"When I brought my dog to the vet today, the vet said my dog needs to come back again tomorrow."
"On the day of my hike, I had to deal with a surprise drizzle.",I went Ice fishing on the large lake. I didn't catch anything but a cold.
I took a walk outside today,I threw the ball to my friend.
We went to the prom. We arrived late there.,Every morning I milk our goat.
I decided to make a bonfire with the leaves I raked up. It smelled like fall and I made s'mores.,I walked out the room wearing the ring that I took from the case in my bedroom.
I'm going to pick up dinner for the kids tonight.,I gave my mom a present. She said she already had the same thing.
I went to the airport to catch my flight to Ireland.,I helped my neighbor paint his house. We were able to finish all the outside before it got cold.
I am going to take a warm bath with lavendar and bath bombs tonight.,I found out my adult daughter is dating a married man.
"I went on temple,  but my mother insisted I text her during the arrival.",I put my name on the waitlist for the new Harry Potter book at the library. I wasn't surprised to see there were two dozen people ahead of me.
I was reading my book and it fell onto the ground.,I was only about half way through the book when my mom told me I need to return the book at the library today.
I decided to make myself a burger on the stove. I think the beef was a day past its prime.,I decided to upgrade my smartphone. I ended up paying 10% more for my contract.
I start teaching my dog to do tricks. I can now get my dog to roll over.,I went for a ten mile hike in thoroughly brand new boots.
"When I came in out of the snow, a fire was blazing.",I went home for the weekend and dropped out for the semester.
I brought a cake to my work potluck and they ate the whole thing.,I developed a great business plan but needed capital A stranger interested in my business invested in it
"I answered my phone, and it was my mom checking on me.",I saw the mail man at my mailbox. He had my package that I was supposed to get today.
I ride around lake superior. I find a good fishing spot in the lake.,"My family and I decided to go out to dinner yesterday,we then came home and we all ate ice cream."
I decided to go on Spring Break with my friends.,I took my granddaughter to the clown's TV show taping. She met the host afterwards.
I go to a monster truck show. A monster truck did a double flip into a truck.,My parents were disappointed after I introduced them to my girlfriend.
I went for a fast Jog in the bright clear day.,I organized a quilting bee to sew a quilt. The design used a very rare silk thread.
"I lost my place in line at the supermarket because I had to go back and get something I forgot but when I got back to the checkout line, it was empty. ",I was watching the minutes on the clock. I was only half way through the workday.
I rinsed off my hands with water after I used the restroom.,I left my sunglasses on the picnic table outside.
I went on arctic tundra but my father insisted he come along for the arctic tundra.,I went to the bathroom and water was on the floor adjacent to the toliet.
I was hungry so I devoured the ham sandwich.,"I stocked up on paper towels and toilet paper awhile back, and the store has it regularly enough now that I only get what I need."
I tried to get my kids to be healthy by feeding them cake.,I went on a diet so my wife served a fruit salad for dessert.
I went to the outdoor skating rink for my first date with a girl.,I just found out that my daughter has been performing as an exotic dancer for months now.  I found out by my best friend taking me to the club where she dances and I saw her come out on stage.
"I adopted a wolf from the animal shelter. When I opened the door, he escaped into the wild.",My laptop died on me while I was busy with work.
I went crabbing up the coast. I got to see new areas of the sea.,I was hanging out in condemned building with my friends. We found a box full of coins.
It started to rain as I was driving to work.,"I asked my mother for a good recipe to cook shrimp. She volunteered to cook, and the results were inedible."
I saw the dolphins swimming in the water when I went to Sea World.,I was working as a truck driver. I made enough to take my wife to dinner.
I was at the skatepark when I fell on the half pipe and broke my ankle.,My dog thinks he is a lion and growls at everything which scares me.
I walked through the huge university quad to go to class.,I went to see a public relations specialist for some advice. I went to see a public relations specialist after my mistakes.
I took my son to school for a required meeting with the principal. I was told my son was allowed to skip ahead to the next grade.,"At the bake sale today, I sold out all of our stock."
"I sued my former employer for wage theft. I won, and they had to pay me punitive damages of $5 million.",My refrigerator was full of food and my cousin ate all my fruit.
"I went shopping for a new shirt for myself, I was able to find one that was my size.","I had been dropping hints for weeks to my husband that I wanted to go to the spa for Mother's Day.  My husband handed me a gift bag on Mother's day that contained some essential oils, face masks, and bath salts. "
I was worried about my school fees payment My father said he would send me money the next week,I found out my teenage daughter is dating a married man.
I was jump roping in my house when I knocked over the book off the table.,I decided to get my face painted at a carnival. The paint made my face itchy.
The lights were turned down in the movie theater when I was there.,"As I double checked my test, I noticed I didn't follow the directions."
"While making cookies, I accidentally spilled the salt onto the table.",I fell onto the ground after slipping while playing basketball on a court.
I helped a lady carry her groceries to the car. She had hurt her leg badly.,I borrowed my mom's lipstick for picture day at school and accidentally left it on the lunch table at school.
I bought a bottle of wine from the store.  I had a glass of wine when I got home.,I walk to the park by myself. I found a dollar on the ground going toward the park.
I entered the street race with my Z Turbo car.,"I went to college, and my TA had an accent"
"I decided to raise wart hogs for meat. The kept damaging the fence, trying to dig out.",I was checking my balance of my credit card. I owed a hundred dollars on the card.
I was able to beat my grandfather playing chess.,I was asked to go to prom.  I was asked to go to the prom to chaperone a date.
The rain started to fall as I was getting ready to board the train.,I accidentally left my purse on the bus.
I planned a picnic in the park. Many of my friends showed up.,I found a lover letter from my wife hidden in the drawer and it was addressed to my friend.
I kicked the football on the kick off at the game. I aimed it perfectly into a zone toward our players.,"In his pants pocket, I found a love letter my son wrote to a girl named Sandy."
I went to check on my ant farm. There seemed to be half as many ants as yesterday.,I accidentally dropped my keys in the pool.
"When I got home from my drive, I found my car had some mud on it.",I was hanging out with friends at a pub. I got into a fight with another patron.
My cat knocked my glass vase onto the hardwood floor.,"I quit my job to become a freelancer. After I pay double FICA taxes, I'm making less money for more work."
I'm cooped up in my house because of the coronavirus pandemic. I really miss seeing my friends.,The teacher wouldn't answer my question because I didn't pay attention.
"I put up a hummingbird feeder next to my house for the hummingbirds to eat from. It did not attract a lot of hummingbirds because, one male chased all the other hummingbird away from it.",I stepped in poop on my way to work while wearing dress shoes.
This weekend I got to bring home a puppy from the adoption center.,I practiced all week for the upcoming state championship.
I couldn't wash my clothes because there was a drought.,I filed my income tax. I had to pay a couple hundred dollars.
